id,purchase_id,product_id,quantity,unit,unit_value,total_value,contract_value,observation,created_at,updated_at
1,1,1,6,0,25,150,0,,2015-09-27T21:27:59.514+00:00,2015-09-27T21:27:59.514+00:00
5,4,5,25,0,2.81999999999999984,70.5,0,,2015-09-27T21:40:09.991+00:00,2015-09-27T21:40:09.991+00:00
7,4,6,1,0,113,113,0,,2015-09-27T21:42:23.479+00:00,2015-09-27T21:42:23.479+00:00
9,6,8,13,0,4.15000000000000036,53.9500000000000028,0,,2015-09-27T21:43:58.333+00:00,2015-09-27T21:43:58.333+00:00
13,8,11,1,0,780,780,0,,2015-09-27T21:49:10.430+00:00,2015-09-27T21:49:10.430+00:00
15,10,13,11,1,31.2600000000000016,365.740000000000009,0,,2015-09-27T21:55:14.743+00:00,2015-09-27T21:58:39.014+00:00
54,26,51,1,0,17.75,17.75,0,,2015-09-28T18:02:17.958+00:00,2015-09-28T18:02:17.958+00:00
55,26,52,10,2,1.3600000000000001,13.5999999999999996,0,,2015-09-28T18:02:17.960+00:00,2015-09-28T18:02:17.960+00:00
56,27,53,1,0,160,160,0,,2015-09-28T18:04:41.850+00:00,2015-09-28T18:04:41.850+00:00
16,10,14,11,1,31.1999999999999993,372.839999999999975,0,,2015-09-27T21:55:14.747+00:00,2015-09-27T22:00:42.858+00:00
17,10,15,15,1,31.1999999999999993,492.95999999999998,0,,2015-09-27T21:55:14.751+00:00,2015-09-27T22:00:42.864+00:00
18,10,16,36,1,31.1999999999999993,1129.44000000000005,0,,2015-09-27T21:55:14.754+00:00,2015-09-27T22:00:42.867+00:00
19,10,17,30,1,35.2999999999999972,1092.52999999999997,0,,2015-09-27T21:55:14.757+00:00,2015-09-27T22:00:42.870+00:00
20,10,18,12,1,31.1999999999999993,377.519999999999982,0,,2015-09-27T22:00:42.873+00:00,2015-09-27T22:00:42.873+00:00
21,11,19,3,0,40,120,0,,2015-09-27T22:06:10.916+00:00,2015-09-27T22:06:10.916+00:00
22,11,20,3,0,40,120,0,,2015-09-27T22:06:10.923+00:00,2015-09-27T22:06:10.923+00:00
24,12,22,80,2,1.8899999999999999,151.199999999999989,0,,2015-09-27T22:10:33.074+00:00,2015-09-27T22:10:33.074+00:00
25,12,23,60,2,2,120,0,,2015-09-27T22:10:33.078+00:00,2015-09-27T22:10:33.078+00:00
26,12,24,60,2,2.12000000000000011,127.200000000000003,0,,2015-09-27T22:10:33.081+00:00,2015-09-27T22:10:33.081+00:00
27,12,25,80,2,2.43999999999999995,195.199999999999989,0,,2015-09-27T22:10:33.086+00:00,2015-09-27T22:10:33.086+00:00
30,14,28,150,0,2.5,375,0,,2015-09-27T22:21:48.019+00:00,2015-09-27T22:21:48.019+00:00
31,15,29,2,0,410,820,0,,2015-09-27T22:39:22.029+00:00,2015-09-27T22:39:22.029+00:00
58,29,55,1,0,60,60,0,,2015-09-28T18:12:26.262+00:00,2015-09-28T18:12:26.262+00:00
32,15,30,2,0,55,110,0,,2015-09-27T22:39:22.033+00:00,2015-09-27T22:41:02.708+00:00
33,15,31,2,0,1.80000000000000004,3.60000000000000009,0,,2015-09-27T22:39:22.038+00:00,2015-09-27T22:41:02.712+00:00
34,16,32,4,0,64,256,0,,2015-09-27T22:56:03.010+00:00,2015-09-27T22:56:03.010+00:00
28,13,26,5,0,247.150000000000006,1235.75,3100,,2015-09-27T22:16:16.116+00:00,2015-09-28T13:53:10.114+00:00
23,11,21,2,0,40,80,0,,2015-09-27T22:06:10.927+00:00,2015-09-28T13:58:10.980+00:00
14,9,12,1,0,500,500,322,,2015-09-27T21:50:47.205+00:00,2015-09-28T13:59:19.765+00:00
8,6,7,1,0,46.6300000000000026,46.6300000000000026,53.1599999999999966,,2015-09-27T21:43:58.329+00:00,2015-09-28T14:04:44.720+00:00
6,5,6,2,0,113,226,257.680000000000007,,2015-09-27T21:41:54.993+00:00,2015-09-28T14:11:00.115+00:00
10,7,6,2,0,94.5100000000000051,189.02000000000001,215.52000000000001,,2015-09-27T21:45:25.543+00:00,2015-09-28T14:13:27.208+00:00
11,7,9,1,0,61.4600000000000009,61.4600000000000009,70.0699999999999932,,2015-09-27T21:45:25.547+00:00,2015-09-28T14:13:27.216+00:00
12,7,10,1,0,32.5499999999999972,32.5499999999999972,37.1099999999999994,,2015-09-27T21:45:25.551+00:00,2015-09-28T14:13:27.219+00:00
2,2,2,30,2,5.79000000000000004,173.699999999999989,504,,2015-09-27T21:31:01.708+00:00,2015-09-28T14:17:40.669+00:00
3,3,35,10,2,5,50,25.3999999999999986,,2015-09-27T21:35:59.130+00:00,2015-09-28T14:21:26.720+00:00
4,3,4,10,2,6,60,68.7999999999999972,,2015-09-27T21:35:59.135+00:00,2015-09-28T14:21:26.725+00:00
35,17,36,1,0,7686,7686,0,,2015-09-28T14:28:07.971+00:00,2015-09-28T14:28:07.971+00:00
36,18,37,1,0,512,512,700,,2015-09-28T14:33:44.089+00:00,2015-09-28T14:33:44.089+00:00
37,19,38,1,0,800,800,912.159999999999968,,2015-09-28T14:50:28.909+00:00,2015-09-28T14:50:28.909+00:00
38,20,39,2,0,6.70000000000000018,13.4000000000000004,0,,2015-09-28T14:57:59.074+00:00,2015-09-28T14:57:59.074+00:00
39,20,40,2,0,35,70,0,,2015-09-28T14:57:59.105+00:00,2015-09-28T14:57:59.105+00:00
40,20,41,2,0,9,18,0,,2015-09-28T14:57:59.132+00:00,2015-09-28T14:57:59.132+00:00
41,21,42,8,0,41.8999999999999986,335.199999999999989,0,,2015-09-28T15:01:47.942+00:00,2015-09-28T15:01:47.942+00:00
42,22,37,1,0,486.970000000000027,486.970000000000027,0,,2015-09-28T17:27:10.462+00:00,2015-09-28T17:27:10.462+00:00
43,23,43,2,0,664.600000000000023,1329.20000000000005,0,,2015-09-28T17:40:48.702+00:00,2015-09-28T17:40:48.702+00:00
44,23,44,1,1,89,89,0,,2015-09-28T17:40:48.706+00:00,2015-09-28T17:40:48.706+00:00
45,23,45,2,0,375,750,0,,2015-09-28T17:40:48.710+00:00,2015-09-28T17:40:48.710+00:00
46,23,46,10,0,3.5,35,0,,2015-09-28T17:42:04.169+00:00,2015-09-28T17:42:04.169+00:00
47,24,13,3,1,45,166.5,0,,2015-09-28T17:52:21.380+00:00,2015-09-28T17:52:21.380+00:00
48,24,14,5,1,45,265.5,0,,2015-09-28T17:52:21.384+00:00,2015-09-28T17:52:21.384+00:00
49,24,44,0,1,242,121,0,,2015-09-28T17:52:21.386+00:00,2015-09-28T17:52:21.386+00:00
50,25,47,2,0,5.79999999999999982,11.5999999999999996,0,,2015-09-28T17:58:52.219+00:00,2015-09-28T17:58:52.219+00:00
51,25,48,2,0,1.94999999999999996,3.89999999999999991,0,,2015-09-28T17:58:52.222+00:00,2015-09-28T17:58:52.222+00:00
52,25,49,2,0,2.14999999999999991,4.29999999999999982,0,,2015-09-28T17:58:52.225+00:00,2015-09-28T17:58:52.225+00:00
53,25,50,2,0,41,82,0,,2015-09-28T17:58:52.227+00:00,2015-09-28T17:58:52.227+00:00
59,30,19,1,0,40,40,0,,2015-09-28T18:23:00.371+00:00,2015-09-28T18:23:00.371+00:00
60,30,20,1,0,40,40,0,,2015-09-28T18:23:00.374+00:00,2015-09-28T18:23:00.374+00:00
61,31,56,2,0,50,100,0,,2015-09-28T18:26:34.732+00:00,2015-09-28T18:26:34.732+00:00
62,31,57,2,0,80,160,0,,2015-09-28T18:26:34.734+00:00,2015-09-28T18:26:34.734+00:00
63,31,58,1,0,65,65,0,,2015-09-28T18:26:34.736+00:00,2015-09-28T18:26:34.736+00:00
64,32,19,1,0,40,40,0,,2015-09-28T18:28:20.854+00:00,2015-09-28T18:28:20.854+00:00
65,32,20,1,0,40,40,0,,2015-09-28T18:28:20.857+00:00,2015-09-28T18:28:20.857+00:00
66,33,19,1,0,40,40,0,,2015-09-28T18:30:04.817+00:00,2015-09-28T18:30:04.817+00:00
67,33,20,1,0,40,40,0,,2015-09-28T18:30:04.823+00:00,2015-09-28T18:30:04.823+00:00
68,34,19,1,0,40,40,0,,2015-09-28T18:35:08.203+00:00,2015-09-28T18:35:08.203+00:00
69,34,20,1,0,40,40,0,,2015-09-28T18:35:08.212+00:00,2015-09-28T18:35:08.212+00:00
29,13,27,8,0,221.289999999999992,1770.31999999999994,2480,,2015-09-27T22:16:16.119+00:00,2015-09-29T13:31:03.811+00:00
57,28,54,1,0,1520,1520,1733.09999999999991,,2015-09-28T18:08:13.289+00:00,2015-10-07T14:16:23.345+00:00
70,34,21,1,0,40,40,0,,2015-09-28T18:35:08.215+00:00,2015-09-28T18:35:08.215+00:00
71,35,59,4,0,59.740000000000002,238.960000000000008,0,,2015-09-28T18:39:19.827+00:00,2015-09-28T18:39:19.827+00:00
72,36,60,1,0,450,450,0,,2015-09-28T18:53:48.543+00:00,2015-09-28T18:53:48.543+00:00
73,37,61,2,3,22,44,0,,2015-09-28T19:02:05.046+00:00,2015-09-28T19:02:05.046+00:00
74,37,62,3,3,23.1000000000000014,69.2999999999999972,0,,2015-09-28T19:02:05.049+00:00,2015-09-28T19:02:05.049+00:00
75,37,63,1,3,38.7199999999999989,38.7199999999999989,0,,2015-09-28T19:13:43.888+00:00,2015-09-28T19:13:43.888+00:00
76,37,64,100,0,1.46999999999999997,147,0,,2015-09-28T19:13:43.926+00:00,2015-09-28T19:13:43.926+00:00
77,37,65,2,0,18.7699999999999996,37.5399999999999991,0,,2015-09-28T19:13:43.929+00:00,2015-09-28T19:13:43.929+00:00
78,37,66,2,0,65.2399999999999949,130.47999999999999,0,,2015-09-28T19:13:43.932+00:00,2015-09-28T19:13:43.932+00:00
79,37,67,2,3,59.6499999999999986,119.299999999999997,0,,2015-09-28T19:13:43.935+00:00,2015-09-28T19:13:43.935+00:00
80,37,68,2,0,29.3999999999999986,58.7999999999999972,0,,2015-09-28T19:13:43.938+00:00,2015-09-28T19:13:43.938+00:00
81,37,69,1,0,9.90000000000000036,9.90000000000000036,0,,2015-09-28T19:13:43.940+00:00,2015-09-28T19:13:43.940+00:00
82,37,70,4,0,7.13999999999999968,28.5599999999999987,0,,2015-09-28T19:13:43.942+00:00,2015-09-28T19:13:43.942+00:00
83,37,71,2,0,8.28999999999999915,16.5799999999999983,0,,2015-09-28T19:13:43.945+00:00,2015-09-28T19:13:43.945+00:00
84,37,72,3,0,12.3399999999999999,37.0200000000000031,0,,2015-09-28T19:13:43.947+00:00,2015-09-28T19:13:43.947+00:00
85,37,73,4,0,3.20999999999999996,12.8399999999999999,0,,2015-09-28T19:13:43.949+00:00,2015-09-28T19:13:43.949+00:00
86,37,74,2,0,27.9200000000000017,55.8400000000000034,0,,2015-09-28T19:13:43.951+00:00,2015-09-28T19:13:43.951+00:00
87,37,75,5,3,10.5,52.5,0,,2015-09-28T19:13:43.953+00:00,2015-09-28T19:13:43.953+00:00
88,37,76,50,0,2.79000000000000004,139.5,0,,2015-09-28T19:13:43.955+00:00,2015-09-28T19:13:43.955+00:00
89,37,77,10,0,4.19000000000000039,41.8999999999999986,0,,2015-09-28T19:13:43.960+00:00,2015-09-28T19:13:43.960+00:00
90,37,78,8,0,19.4600000000000009,155.680000000000007,0,,2015-09-28T19:13:43.968+00:00,2015-09-28T19:13:43.968+00:00
91,38,80,69,0,27,1863,0,,2015-09-28T19:24:48.211+00:00,2015-09-28T19:24:48.211+00:00
92,38,81,2,0,33,66,0,,2015-09-28T19:24:48.218+00:00,2015-09-28T19:24:48.218+00:00
93,38,82,119,0,23,2737,0,,2015-09-28T19:24:48.220+00:00,2015-09-28T19:24:48.220+00:00
94,39,83,3,0,45,135,0,,2015-09-28T19:50:03.769+00:00,2015-09-28T19:50:03.769+00:00
95,39,84,30,2,3.20000000000000018,96,117.599999999999994,,2015-09-28T19:57:58.683+00:00,2015-09-28T19:57:58.683+00:00
96,39,85,30,2,3.75,112.5,117.599999999999994,,2015-09-28T19:57:58.687+00:00,2015-09-28T19:57:58.687+00:00
97,39,86,2,0,4.5,9,0,,2015-09-28T19:57:58.689+00:00,2015-09-28T19:57:58.689+00:00
98,40,87,5,0,13.6999999999999993,68.5,0,,2015-09-28T20:05:36.643+00:00,2015-09-28T20:05:36.643+00:00
99,40,88,3,0,7,21,0,,2015-09-28T20:05:36.646+00:00,2015-09-28T20:05:36.646+00:00
100,40,89,3,0,20.5,61.5,0,,2015-09-28T20:05:36.648+00:00,2015-09-28T20:05:36.648+00:00
101,40,90,1,2,8,8,0,,2015-09-28T20:05:36.650+00:00,2015-09-28T20:05:36.650+00:00
102,40,91,2,0,16,32,0,,2015-09-28T20:05:36.653+00:00,2015-09-28T20:05:36.653+00:00
103,41,92,1,0,430,430,360,,2015-09-28T20:58:26.431+00:00,2015-09-29T11:44:00.683+00:00
140,56,128,10,0,39.5,395,0,,2015-10-01T13:23:48.660+00:00,2015-10-01T13:23:48.660+00:00
104,41,93,3,0,573,1719,1488,,2015-09-28T20:58:26.515+00:00,2015-09-29T11:45:00.092+00:00
105,42,94,20,0,3.58999999999999986,71.7999999999999972,0,,2015-09-29T13:29:41.843+00:00,2015-09-29T13:29:41.843+00:00
106,42,95,20,0,3.58999999999999986,71.7999999999999972,0,,2015-09-29T13:29:41.850+00:00,2015-09-29T13:29:41.850+00:00
107,43,100,1,0,1200,1200,0,,2015-09-29T17:53:50.947+00:00,2015-09-29T17:53:50.947+00:00
108,44,48,15,0,2.60000000000000009,39,0,,2015-09-29T17:58:57.001+00:00,2015-09-29T17:58:57.001+00:00
109,44,101,30,0,0.349999999999999978,10.5,0,,2015-09-29T17:58:57.007+00:00,2015-09-29T17:58:57.007+00:00
110,44,102,30,0,0.179999999999999993,5.40000000000000036,0,,2015-09-29T17:58:57.010+00:00,2015-09-29T17:58:57.010+00:00
111,44,103,30,0,1.10000000000000009,33,0,,2015-09-29T17:58:57.014+00:00,2015-09-29T17:58:57.014+00:00
112,44,104,30,0,4.90000000000000036,147,0,,2015-09-29T17:58:57.018+00:00,2015-09-29T17:58:57.018+00:00
113,45,44,0,1,140,46.2000000000000028,0,,2015-09-29T18:24:26.276+00:00,2015-09-29T18:24:26.276+00:00
114,45,105,1,0,360,360,0,,2015-09-29T18:24:26.280+00:00,2015-09-29T18:24:26.280+00:00
115,45,106,1,0,36.5,36.5,0,,2015-09-29T18:24:26.283+00:00,2015-09-29T18:24:26.283+00:00
116,45,107,2,0,8,16,0,,2015-09-29T18:24:26.286+00:00,2015-09-29T18:24:26.286+00:00
117,45,108,2,0,8.5,17,0,,2015-09-29T18:24:26.289+00:00,2015-09-29T18:24:26.289+00:00
118,45,109,2,0,12,24,0,,2015-09-29T18:24:26.291+00:00,2015-09-29T18:24:26.291+00:00
119,45,110,2,0,6.75,13.5,0,,2015-09-29T18:24:26.294+00:00,2015-09-29T18:24:26.294+00:00
120,45,111,2,0,12,24,0,,2015-09-29T18:24:26.299+00:00,2015-09-29T18:24:26.299+00:00
121,45,112,2,0,8.25,16.5,0,,2015-09-29T18:24:26.308+00:00,2015-09-29T18:24:26.308+00:00
122,45,113,2,0,18.25,36.5,0,,2015-09-29T18:24:26.311+00:00,2015-09-29T18:24:26.311+00:00
123,45,114,50,0,3.75,187.5,196,,2015-09-29T18:24:26.316+00:00,2015-09-29T19:34:07.028+00:00
124,46,116,1,0,85,85,0,,2015-09-29T20:11:28.152+00:00,2015-09-29T20:11:28.152+00:00
125,46,110,4,0,5.75,23,0,,2015-09-29T20:11:28.181+00:00,2015-09-29T20:11:28.181+00:00
126,46,117,10,4,3.89999999999999991,39,0,,2015-09-29T20:11:28.183+00:00,2015-09-29T20:11:28.183+00:00
127,46,118,2,0,13.5,27,0,,2015-09-29T20:11:28.186+00:00,2015-09-29T20:11:28.186+00:00
128,46,119,1,0,64.5,64.5,0,,2015-09-29T20:11:28.188+00:00,2015-09-29T20:11:28.188+00:00
130,48,123,2,0,5250,10500,23509,,2015-09-30T19:47:07.741+00:00,2015-09-30T19:47:07.741+00:00
131,49,124,2,0,5250,10500,23509,,2015-09-30T19:49:51.004+00:00,2015-09-30T19:49:51.004+00:00
132,50,124,2,0,5250,10500,23509,,2015-09-30T19:51:30.330+00:00,2015-09-30T19:51:30.330+00:00
133,51,96,1,0,500,500,500,,2015-09-30T19:55:47.970+00:00,2015-09-30T19:55:47.970+00:00
134,52,125,3,0,2570,7710,9192,,2015-09-30T20:39:06.264+00:00,2015-10-01T13:02:56.790+00:00
135,53,126,1,0,520,520,0,,2015-10-01T13:06:10.469+00:00,2015-10-01T13:06:10.469+00:00
136,54,37,1,0,512.600000000000023,512.600000000000023,0,,2015-10-01T13:11:58.452+00:00,2015-10-01T13:11:58.452+00:00
137,54,92,1,0,467.5,467.5,0,,2015-10-01T13:11:58.461+00:00,2015-10-01T13:11:58.461+00:00
138,55,127,1,0,4.42999999999999972,4.42999999999999972,0,,2015-10-01T13:16:26.136+00:00,2015-10-01T13:16:26.136+00:00
139,55,46,1,0,10.1400000000000006,10.1400000000000006,0,,2015-10-01T13:16:26.142+00:00,2015-10-01T13:16:26.142+00:00
141,57,129,20,2,21,420,0,,2015-10-01T13:27:38.217+00:00,2015-10-01T13:27:38.217+00:00
142,57,130,1,2,50,50,0,,2015-10-01T13:27:38.223+00:00,2015-10-01T13:27:38.223+00:00
143,58,131,2,0,69.3100000000000023,138.620000000000005,0,,2015-10-01T13:33:16.445+00:00,2015-10-01T13:33:16.445+00:00
144,58,132,2,0,531,1062,0,,2015-10-01T13:33:16.452+00:00,2015-10-01T13:33:16.452+00:00
145,59,133,6,0,2.29999999999999982,13.8000000000000007,0,,2015-10-01T14:04:10.566+00:00,2015-10-01T14:04:10.566+00:00
146,59,134,6,0,4.70000000000000018,28.1999999999999993,0,,2015-10-01T14:04:10.572+00:00,2015-10-01T14:04:10.572+00:00
147,59,135,2,0,23,46,46,,2015-10-01T14:11:55.125+00:00,2015-10-01T14:11:55.125+00:00
148,59,136,30,1,56.3299999999999983,1689.90000000000009,0,,2015-10-01T14:11:55.137+00:00,2015-10-01T14:11:55.137+00:00
149,59,22,8,0,2.60000000000000009,20.8000000000000007,41.2999999999999972,,2015-10-01T14:11:55.141+00:00,2015-10-01T14:11:55.141+00:00
150,59,25,8,0,3.20000000000000018,25.6000000000000014,49.5,,2015-10-01T14:11:55.144+00:00,2015-10-01T14:11:55.144+00:00
151,59,137,1,0,35,35,39.8999999999999986,,2015-10-01T14:11:55.148+00:00,2015-10-01T14:11:55.148+00:00
152,60,138,1,0,400,400,0,,2015-10-01T14:15:15.471+00:00,2015-10-01T14:15:15.471+00:00
153,60,139,2,0,35,70,0,,2015-10-01T14:15:15.480+00:00,2015-10-01T14:15:15.480+00:00
154,60,37,1,0,620,620,0,,2015-10-01T14:15:15.484+00:00,2015-10-01T14:15:15.484+00:00
155,61,46,10,0,10.1400000000000006,101.400000000000006,0,,2015-10-01T14:17:59.773+00:00,2015-10-01T14:17:59.773+00:00
156,62,140,1,0,1260,1260,0,,2015-10-01T14:24:50.795+00:00,2015-10-01T14:24:50.795+00:00
129,47,122,2,0,5325,10650,23509,,2015-09-30T19:44:01.760+00:00,2015-10-01T14:26:55.878+00:00
157,63,141,2,0,1200,2400,0,,2015-10-01T17:04:55.770+00:00,2015-10-01T17:04:55.770+00:00
159,64,37,2,0,436,872,0,,2015-10-01T17:13:36.743+00:00,2015-10-01T17:13:36.743+00:00
160,64,93,2,0,416,832,0,,2015-10-01T17:13:36.746+00:00,2015-10-01T17:13:36.746+00:00
161,64,142,5,0,101.269999999999996,506.350000000000023,0,,2015-10-01T17:13:36.749+00:00,2015-10-01T17:13:36.749+00:00
162,64,143,3,0,162,486,0,,2015-10-01T17:13:36.752+00:00,2015-10-01T17:13:36.752+00:00
163,64,144,100,2,3.39999999999999991,340,0,,2015-10-01T17:13:36.755+00:00,2015-10-01T17:13:36.755+00:00
158,64,92,1,0,420,420,0,,2015-10-01T17:13:36.738+00:00,2015-10-01T17:14:02.074+00:00
164,65,34,204,1,36.7000000000000028,7486.80000000000018,0,,2015-10-01T17:33:26.474+00:00,2015-10-01T17:33:26.474+00:00
166,66,42,8,0,41.8999999999999986,335.199999999999989,0,,2015-10-01T18:27:56.098+00:00,2015-10-01T18:27:56.098+00:00
167,67,146,2,0,40,80,0,,2015-10-01T18:37:28.377+00:00,2015-10-01T18:37:28.377+00:00
168,68,149,111,5,3.5,391.819999999999993,0,,2015-10-01T18:57:55.460+00:00,2015-10-01T18:57:55.460+00:00
169,68,150,53,5,3.5,185.5,0,,2015-10-01T18:57:55.463+00:00,2015-10-01T18:57:55.463+00:00
170,68,151,32,5,3.5,113.75,0,,2015-10-01T18:57:55.466+00:00,2015-10-01T18:57:55.466+00:00
171,68,152,14,5,3.5,49,0,,2015-10-01T18:57:55.469+00:00,2015-10-01T18:57:55.469+00:00
172,68,153,50,5,3.50999999999999979,177.25,0,,2015-10-01T18:57:55.473+00:00,2015-10-01T18:57:55.473+00:00
173,68,154,135,5,2.97999999999999998,402.300000000000011,0,,2015-10-01T18:57:55.476+00:00,2015-10-01T18:57:55.476+00:00
174,68,155,12,5,3.5,42,0,,2015-10-01T18:57:55.479+00:00,2015-10-01T18:57:55.479+00:00
175,68,156,80,5,3.5,280,0,,2015-10-01T18:57:55.482+00:00,2015-10-01T18:57:55.482+00:00
176,69,157,3,0,3.79999999999999982,11.4000000000000004,0,,2015-10-01T19:02:55.687+00:00,2015-10-01T19:02:55.687+00:00
177,69,158,1,3,86.9000000000000057,86.9000000000000057,0,,2015-10-01T19:02:55.690+00:00,2015-10-01T19:02:55.690+00:00
178,69,159,5,0,1,5,0,,2015-10-01T19:02:55.693+00:00,2015-10-01T19:02:55.693+00:00
179,70,160,1,0,75,75,0,,2015-10-01T19:06:37.480+00:00,2015-10-01T19:06:37.480+00:00
180,71,161,1,0,200,200,0,,2015-10-01T19:11:35.879+00:00,2015-10-01T19:11:35.879+00:00
181,72,149,117,5,3.5,410.199999999999989,0,,2015-10-01T19:29:16.525+00:00,2015-10-01T19:29:16.525+00:00
182,72,150,51,5,3.5,178.5,0,,2015-10-01T19:29:16.531+00:00,2015-10-01T19:29:16.531+00:00
183,72,155,30,5,3.5,105,0,,2015-10-01T19:29:16.535+00:00,2015-10-01T19:29:16.535+00:00
184,72,162,50,5,3.5,175,0,,2015-10-01T19:29:16.538+00:00,2015-10-01T19:29:16.538+00:00
185,72,163,18,5,3.5,63,0,,2015-10-01T19:29:16.541+00:00,2015-10-01T19:29:16.541+00:00
186,72,154,90,5,3.50999999999999979,315.899999999999977,0,,2015-10-01T19:29:16.544+00:00,2015-10-01T19:29:16.544+00:00
187,72,164,34,5,2.97999999999999998,102.629999999999995,0,,2015-10-01T19:29:16.548+00:00,2015-10-01T19:29:16.548+00:00
188,72,156,40,5,3.5,140,0,,2015-10-01T19:29:16.551+00:00,2015-10-01T19:29:16.551+00:00
165,65,145,68,1,22.9200000000000017,1558.55999999999995,0,,2015-10-01T17:33:26.479+00:00,2015-10-01T19:47:33.665+00:00
189,73,165,1,0,19.870000000000001,19.870000000000001,0,,2015-10-01T19:51:52.827+00:00,2015-10-01T19:51:52.827+00:00
190,73,166,1,0,15.3499999999999996,15.3499999999999996,0,,2015-10-01T19:51:52.830+00:00,2015-10-01T19:51:52.830+00:00
191,73,167,1,0,17.8599999999999994,17.8599999999999994,0,,2015-10-01T19:51:52.833+00:00,2015-10-01T19:51:52.833+00:00
192,73,168,1,0,9.46000000000000085,9.46000000000000085,0,,2015-10-01T19:51:52.836+00:00,2015-10-01T19:51:52.836+00:00
193,73,169,1,0,15.9600000000000009,15.9600000000000009,0,,2015-10-01T19:51:52.839+00:00,2015-10-01T19:51:52.839+00:00
194,73,170,7,0,16.8999999999999986,118.299999999999997,0,,2015-10-01T19:51:52.842+00:00,2015-10-01T19:51:52.842+00:00
195,73,171,5,0,11.0999999999999996,55.5,0,,2015-10-01T19:51:52.845+00:00,2015-10-01T19:51:52.845+00:00
196,73,172,2,0,28.2100000000000009,56.4200000000000017,0,,2015-10-01T19:51:52.848+00:00,2015-10-01T19:51:52.848+00:00
197,73,173,1,0,122.040000000000006,122.040000000000006,0,,2015-10-01T19:51:52.851+00:00,2015-10-01T19:51:52.851+00:00
198,74,174,1,0,90,90,0,,2015-10-01T19:56:23.000+00:00,2015-10-01T19:56:23.000+00:00
199,75,175,3,0,11.5,34.5,0,,2015-10-01T20:00:02.420+00:00,2015-10-01T20:00:02.420+00:00
200,75,39,6,0,1.75,10.5,0,,2015-10-01T20:00:02.425+00:00,2015-10-01T20:00:02.425+00:00
201,75,176,6,0,3.5,21,0,,2015-10-01T20:00:02.429+00:00,2015-10-01T20:00:02.429+00:00
202,75,177,1,0,24,24,0,,2015-10-01T20:00:02.434+00:00,2015-10-01T20:00:02.434+00:00
203,76,25,10,2,7.75,77.5,0,,2015-10-01T20:07:13.809+00:00,2015-10-01T20:07:13.809+00:00
204,76,178,10,0,1.32000000000000006,13.1999999999999993,0,,2015-10-01T20:07:13.812+00:00,2015-10-01T20:07:13.812+00:00
205,76,179,10,0,16.0199999999999996,160.199999999999989,0,,2015-10-01T20:07:13.816+00:00,2015-10-01T20:07:13.816+00:00
206,76,180,1,0,74.2000000000000028,74.2000000000000028,0,,2015-10-01T20:07:13.819+00:00,2015-10-01T20:07:13.819+00:00
207,77,181,1,0,187.759999999999991,187.759999999999991,0,,2015-10-01T20:12:10.551+00:00,2015-10-01T20:12:10.551+00:00
208,77,182,1,0,89,89,0,,2015-10-01T20:12:10.556+00:00,2015-10-01T20:12:10.556+00:00
209,77,183,1,0,89,89,0,,2015-10-01T20:12:10.561+00:00,2015-10-01T20:12:10.561+00:00
210,77,184,1,0,89,89,0,,2015-10-01T20:12:10.570+00:00,2015-10-01T20:12:10.570+00:00
211,78,160,1,0,75,75,0,,2015-10-01T20:15:51.456+00:00,2015-10-01T20:15:51.456+00:00
212,79,160,1,0,250,250,0,,2015-10-01T20:17:57.533+00:00,2015-10-01T20:17:57.533+00:00
213,80,185,6,0,40,240,0,,2015-10-01T20:21:51.994+00:00,2015-10-01T20:21:51.994+00:00
214,80,186,4,0,8,32,0,,2015-10-01T20:21:51.997+00:00,2015-10-01T20:21:51.997+00:00
215,80,187,1,0,34,34,0,,2015-10-01T20:21:52.000+00:00,2015-10-01T20:21:52.000+00:00
216,81,188,1,0,230,230,0,,2015-10-01T20:23:59.241+00:00,2015-10-01T20:23:59.241+00:00
217,82,188,1,0,230,230,0,,2015-10-01T20:23:59.596+00:00,2015-10-01T20:23:59.596+00:00
218,83,160,1,0,250,250,0,,2015-10-01T20:27:55.861+00:00,2015-10-01T20:27:55.861+00:00
219,84,45,2,0,375,750,0,,2015-10-01T20:32:04.784+00:00,2015-10-01T20:32:04.784+00:00
220,84,13,30,2,5.86000000000000032,175.800000000000011,0,,2015-10-01T20:32:04.788+00:00,2015-10-01T20:32:04.788+00:00
221,84,16,30,2,9.16000000000000014,274.800000000000011,0,,2015-10-01T20:32:04.793+00:00,2015-10-01T20:32:04.793+00:00
222,85,34,4,0,652,2608,0,,2015-10-01T20:33:38.623+00:00,2015-10-01T20:33:38.623+00:00
223,86,160,1,0,75,75,0,,2015-10-01T20:35:08.372+00:00,2015-10-01T20:35:08.372+00:00
224,87,189,2,0,27.8999999999999986,55.7999999999999972,0,,2015-10-01T20:41:11.983+00:00,2015-10-01T20:41:11.983+00:00
225,88,190,5,0,28.3500000000000014,141.75,0,,2015-10-01T20:44:05.542+00:00,2015-10-01T20:44:05.542+00:00
226,88,191,1,0,51.7199999999999989,51.7199999999999989,0,,2015-10-01T20:44:05.545+00:00,2015-10-01T20:44:05.545+00:00
227,88,192,30,0,3.58999999999999986,107.700000000000003,0,,2015-10-01T20:44:05.548+00:00,2015-10-01T20:44:05.548+00:00
