id,title,description,observation,image_path,created_at,updated_at
252,flexivel freio,,,,2015-10-02T15:12:44.929+00:00,2015-10-02T15:12:44.929+00:00
253,fluido de freio,,,,2015-10-02T15:12:44.993+00:00,2015-10-02T15:12:44.993+00:00
254,mão de obra,,,,2015-10-02T15:12:45.048+00:00,2015-10-02T15:12:45.048+00:00
255,tampa combustivel,,,,2015-10-02T15:17:10.440+00:00,2015-10-02T15:17:10.440+00:00
256,braço ocilante lado esquerdo,,,,2015-10-02T15:17:10.456+00:00,2015-10-02T15:17:10.456+00:00
257,brucutu do esguicho,,,,2015-10-02T15:17:10.472+00:00,2015-10-02T15:17:10.472+00:00
258,bomba limpador do para brisas,,,,2015-10-02T15:17:10.488+00:00,2015-10-02T15:17:10.488+00:00
259,retrovisor esquerdo,,,,2015-10-02T15:17:10.504+00:00,2015-10-02T15:17:10.504+00:00
260,palheta dianteira,,,,2015-10-02T15:17:10.520+00:00,2015-10-02T15:17:10.520+00:00
261,cilindro de roda traseira direira,,,,2015-10-02T15:18:52.148+00:00,2015-10-02T15:18:52.148+00:00
262,regulador de freio traseiro,,,,2015-10-02T15:18:52.168+00:00,2015-10-02T15:18:52.168+00:00
263,termostato 2 estagio 220v,,,,2015-10-02T15:23:08.077+00:00,2015-10-02T15:23:08.077+00:00
264,frete aereo de peças sp para bsb,,,,2015-10-02T17:17:57.685+00:00,2015-10-02T17:17:57.685+00:00
265,rele de fase weg d 70,,,,2015-10-02T17:21:51.740+00:00,2015-10-02T17:21:51.740+00:00
266,bomba de dreno universal,,,,2015-10-02T17:37:08.901+00:00,2015-10-02T17:37:08.901+00:00
267,filtro 2 saidas,,,,2015-10-02T17:38:48.875+00:00,2015-10-02T17:38:48.875+00:00
268,"cano de cobre capilar 0,50",,,,2015-10-02T17:38:48.909+00:00,2015-10-02T17:38:48.909+00:00
269,terminal femea 6mm-23-6,,,,2015-10-02T17:52:47.480+00:00,2015-10-02T17:52:47.480+00:00
270,terminal femea 6mm 22-6,,,,2015-10-02T17:52:47.493+00:00,2015-10-02T17:52:47.493+00:00
271,terminal garfo az,,,,2015-10-02T17:52:47.519+00:00,2015-10-02T17:52:47.519+00:00
272,fusivel cartucho 14x51 6a,,,,2015-10-02T17:52:47.537+00:00,2015-10-02T17:52:47.537+00:00
273,refil turbo torche,,,,2015-10-02T17:58:34.279+00:00,2015-10-02T17:58:34.279+00:00
274,tubo de cobre flex 1/32x1/2,,,,2015-10-02T17:58:34.383+00:00,2015-10-02T17:58:34.383+00:00
275,abastecimento veículo fiorino jgf 5489,,,,2015-10-02T18:01:17.106+00:00,2015-10-02T18:01:17.106+00:00
276,abastecimento veículo fiorino jge 5509,,,,2015-10-02T18:01:17.279+00:00,2015-10-02T18:01:17.279+00:00
277,abastecimento veículo fiorino jge,,,,2015-10-02T18:01:17.528+00:00,2015-10-02T18:01:17.528+00:00
278,abastecimento veículo fiorino jge 4578,,,,2015-10-02T18:03:10.063+00:00,2015-10-02T18:03:10.063+00:00
279,"conserto de motor 1cv com troca de helice, rolamento, tampa e torno",,,,2015-10-02T18:09:26.154+00:00,2015-10-02T18:09:26.154+00:00
280,recarga de oxigenio ,,,,2015-10-02T18:25:32.229+00:00,2015-10-02T18:25:32.229+00:00
281,recarga cil acetileno,,,,2015-10-02T18:25:32.248+00:00,2015-10-02T18:25:32.248+00:00
282,khjgkhjghjg,,,,2015-10-03T22:10:42.128+00:00,2015-10-03T22:10:42.128+00:00
283,papel a-4,,,,2015-10-05T13:28:03.005+00:00,2015-10-05T13:28:03.005+00:00
284,canetas azul,,,,2015-10-05T13:28:03.046+00:00,2015-10-05T13:28:03.046+00:00
285,grampo,,,,2015-10-05T13:28:03.071+00:00,2015-10-05T13:28:03.071+00:00
286,ar condicionado springuer 12.000 btus,,,,2015-10-05T13:46:17.225+00:00,2015-10-05T13:46:17.225+00:00
287,correia b-45,,,,2015-10-05T16:48:10.024+00:00,2015-10-05T16:48:10.024+00:00
288,correia a-29,,,,2015-10-05T16:48:10.117+00:00,2015-10-05T16:48:10.117+00:00
289,correia a-28,,,,2015-10-05T16:48:10.182+00:00,2015-10-05T16:48:10.182+00:00
290,produto master plus,,,,2015-10-05T16:48:10.229+00:00,2015-10-05T16:48:10.229+00:00
291,veja,,,,2015-10-05T16:48:10.259+00:00,2015-10-05T16:48:10.259+00:00
292,pano para limpeza,,,,2015-10-05T16:48:10.299+00:00,2015-10-05T16:48:10.299+00:00
293,detergente lava louÇa,,,,2015-10-05T16:48:10.375+00:00,2015-10-05T16:48:10.375+00:00
294,rolamento 6207,,,,2015-10-05T17:28:35.050+00:00,2015-10-05T17:28:35.050+00:00
295,rolo de fita isolante,,,,2015-10-05T17:28:35.083+00:00,2015-10-05T17:28:35.083+00:00
296,superbonder,,,,2015-10-05T17:28:35.100+00:00,2015-10-05T17:28:35.100+00:00
297,modulo detector inteligente  incendio sigaps,,,,2015-10-05T20:07:16.910+00:00,2015-10-05T20:07:16.910+00:00
298,  modulo detector termico de incendio sigahfs ,,,,2015-10-05T20:07:17.011+00:00,2015-10-05T20:07:17.011+00:00
299,contactora siemens 3ts 25a,,,,2015-10-06T13:48:41.094+00:00,2015-10-06T13:48:41.094+00:00
300,contato auxiliar siemens 1na e 1nf,,,,2015-10-06T13:48:43.770+00:00,2015-10-06T13:48:43.770+00:00
301,mola soprano a530,,,,2015-10-06T13:53:06.340+00:00,2015-10-06T13:53:06.340+00:00
302,suporte vane horizontal,,,,2015-10-06T13:58:46.581+00:00,2015-10-06T13:58:46.581+00:00
303,isolamento  de 1/4,,,,2015-10-06T13:58:46.597+00:00,2015-10-06T13:58:46.597+00:00
304,exaustor muro 150 ,,,,2015-10-06T14:00:52.288+00:00,2015-10-06T14:00:52.288+00:00
305,"fancolete built-in 2,5 tr",,,,2015-10-06T14:08:17.253+00:00,2015-10-06T14:08:17.253+00:00
306,fita pvc,,,,2015-10-06T14:13:28.666+00:00,2015-10-06T14:13:28.666+00:00
307,placas de pvc forro modular 618x243,,,,2015-10-06T14:18:58.314+00:00,2015-10-06T14:18:58.314+00:00
308,cartão de ponto,,,,2015-10-06T14:28:41.473+00:00,2015-10-06T14:28:41.473+00:00
309,caderno de protocolo,,,,2015-10-06T14:28:41.486+00:00,2015-10-06T14:28:41.486+00:00
310,contactora lc1d 25a,,,,2015-10-06T14:34:25.935+00:00,2015-10-06T14:34:25.935+00:00
311,locação de relógio de ponto,,,,2015-10-06T14:50:16.042+00:00,2015-10-06T14:50:16.042+00:00
312,compressor rotativo 24000 btus,,,,2015-10-06T17:11:45.602+00:00,2015-10-06T17:11:45.602+00:00
313,abastecimento veículo priscilla,,,,2015-10-06T19:48:20.727+00:00,2015-10-06T19:48:20.727+00:00
314,abastecimento veículo jose ribamar,,,,2015-10-06T19:48:20.772+00:00,2015-10-06T19:48:20.772+00:00
315,abastecimenco veículo troller,,,,2015-10-06T19:48:20.810+00:00,2015-10-06T19:48:20.810+00:00
316,abastecimento veiculo saveiro,,,,2015-10-06T19:48:20.865+00:00,2015-10-06T19:48:20.865+00:00
317,abastecimento veículo sr joaquim,,,,2015-10-06T19:48:20.890+00:00,2015-10-06T19:48:20.890+00:00
318,abastecimento veiculo jose ribamar,,,,2015-10-06T19:48:20.930+00:00,2015-10-06T19:48:20.930+00:00
319,abastecimento veículo cleverson,,,,2015-10-06T19:48:21.079+00:00,2015-10-06T19:48:21.079+00:00
320,abastecimento veículo troller,,,,2015-10-06T19:48:21.099+00:00,2015-10-06T19:48:21.099+00:00
321,abastecimento  veículo sr joaquim,,,,2015-10-06T19:48:21.219+00:00,2015-10-06T19:48:21.219+00:00
322,abastecimento veiculo troller ,,,,2015-10-06T19:48:21.269+00:00,2015-10-06T19:48:21.269+00:00
323,compressor rotativo 18000 btus,,,,2015-10-07T14:12:46.944+00:00,2015-10-07T14:12:46.944+00:00
324,"chapa galvanizada 24 1,2 x 3,0 mt",,,,2015-10-07T14:12:46.980+00:00,2015-10-07T14:12:46.980+00:00
325,"compressor 7,5tr 380 sanyo",,,,2015-10-07T14:18:10.088+00:00,2015-10-07T14:18:10.088+00:00
326,sensor thermistor para agua chiller trane,,,,2015-10-07T16:31:26.581+00:00,2015-10-07T16:31:26.581+00:00
327,sensor temperatura 3000 homs para agua,,,,2015-10-07T16:31:26.609+00:00,2015-10-07T16:31:26.609+00:00
328,valvula de expansao tixa 30 tr,,,,2015-10-07T16:36:56.685+00:00,2015-10-07T16:36:56.685+00:00
329,"valvula solenoide 7/8"" com bobina 220v",,,,2015-10-07T16:36:56.709+00:00,2015-10-07T16:36:56.709+00:00
330,exaustor axial 3f vazao 1350,,,,2015-10-07T20:26:59.982+00:00,2015-10-07T20:26:59.982+00:00
331,placa pirulito com lona e estrutura,,,,2015-10-08T14:09:16.597+00:00,2015-10-08T14:09:16.597+00:00
332,calça jeans tamanho pequeno - tam 36,,,,2015-10-08T18:56:53.287+00:00,2015-10-08T18:56:53.287+00:00
333,"camisa tam ""p""",,,,2015-10-08T18:56:53.306+00:00,2015-10-08T18:56:53.306+00:00
334,bota tamanho 40,,,,2015-10-08T18:56:53.315+00:00,2015-10-08T18:56:53.315+00:00
335,sinaleira vermelha 24v,,,,2015-10-08T20:03:22.779+00:00,2015-10-08T20:03:22.779+00:00
336,sinaleira azul 24v,,,,2015-10-08T20:03:22.787+00:00,2015-10-08T20:03:22.787+00:00
337,sinaleira amarela 24v,,,,2015-10-08T20:03:22.811+00:00,2015-10-08T20:03:22.811+00:00
338,sinaleira branca 24v,,,,2015-10-08T20:03:22.819+00:00,2015-10-08T20:03:22.819+00:00
339,nitrogenio 7m³,,,,2015-10-08T20:30:35.965+00:00,2015-10-08T20:30:35.965+00:00
340,conexão enviada pelo motorista da entherm,,,,2015-10-08T20:30:35.973+00:00,2015-10-08T20:30:35.973+00:00
341,correias a40,,,,2015-10-09T12:32:41.184+00:00,2015-10-09T12:32:41.184+00:00
342,pressostato alta e baixa para self r22,,,,2015-10-09T20:29:11.955+00:00,2015-10-09T20:29:11.955+00:00
343,compressor scroll 36000 btus,,,,2015-10-13T12:02:11.137+00:00,2015-10-13T12:02:11.137+00:00
344,bandeija para fancolet mod.f-fetp-659,,,,2015-10-13T12:02:11.196+00:00,2015-10-13T12:02:11.196+00:00
345,jogo mangueiras para manifold,,,,2015-10-13T12:15:36.361+00:00,2015-10-13T12:15:36.361+00:00
346,"valvula solenoide 7/8""",,,,2015-10-13T13:11:00.371+00:00,2015-10-13T13:11:00.371+00:00
347,bobina para valvula solenoide 220 ,,,,2015-10-13T13:11:00.380+00:00,2015-10-13T13:11:00.380+00:00
348,pressostato de oleo mp 55 danfos ,,,,2015-10-13T13:14:05.966+00:00,2015-10-13T13:14:05.966+00:00
349,pressostato de alta e baixa danfos kp-15 automático,,,,2015-10-13T13:14:05.975+00:00,2015-10-13T13:14:05.975+00:00
350,compressor bitzer g30,,,,2015-10-13T14:32:37.010+00:00,2015-10-13T14:32:37.010+00:00
351,motor ventilador trane,,,,2015-10-13T18:29:53.080+00:00,2015-10-13T18:29:53.080+00:00
352,"terminais de dupla compressão para cabo de 35,0mm²",,,,2015-10-13T18:58:34.760+00:00,2015-10-13T18:58:34.760+00:00
353,rolo de fita adesiva armaflex			,,,,2015-10-13T19:20:23.628+00:00,2015-10-13T19:20:23.628+00:00
354,rebite pop 3x12mm (312)		,,,,2015-10-13T19:20:23.641+00:00,2015-10-13T19:20:23.641+00:00
355,"abraÇadeira  rosca sem fim 3/4""			",,,,2015-10-13T19:20:23.647+00:00,2015-10-13T19:20:23.647+00:00
356,helice para condensadora 18-24-30 mil btus ref.17604014						,,,,2015-10-13T19:20:23.652+00:00,2015-10-13T19:20:23.652+00:00
357,bateria 9volts		,,,,2015-10-13T19:20:23.658+00:00,2015-10-13T19:20:23.658+00:00
358,capacitor conjugado 40+5mf			,,,,2015-10-13T19:20:23.678+00:00,2015-10-13T19:20:23.678+00:00
359,capacitor conjugado 45+5mf			,,,,2015-10-13T19:20:23.685+00:00,2015-10-13T19:20:23.685+00:00
360,vareta de solda foscolp			,,,,2015-10-13T19:20:23.691+00:00,2015-10-13T19:20:23.691+00:00
361,controladora cc6400,,,,2015-10-13T19:20:44.339+00:00,2015-10-13T19:20:44.339+00:00
362,serviços de instalação e programação,,,,2015-10-13T19:28:18.134+00:00,2015-10-13T19:28:18.134+00:00
363,etea,,,,2015-10-14T02:27:52.790+00:00,2015-10-14T02:27:52.790+00:00
364,uigui,,,,2015-10-14T09:14:16.220+00:00,2015-10-14T09:14:16.220+00:00
365,fsdafsd,,,,2015-10-14T12:13:31.563+00:00,2015-10-14T12:13:31.563+00:00
366,"compressor scroll 15,4 tr danfoss performece sm185 s9ca 3f/380v/60hz",,,,2015-10-14T17:20:37.246+00:00,2015-10-14T17:20:37.246+00:00
367,valvula 2 vias 3/4 t.a,,,,2015-10-14T17:20:37.287+00:00,2015-10-14T17:20:37.287+00:00
368,"compressor scroll danfoss 15,4 tr 3f/380v/60hz",,,,2015-10-14T17:23:40.834+00:00,2015-10-14T17:23:40.834+00:00
369,"valvula 2 vias 3/4"" t.a",,,,2015-10-14T17:23:40.878+00:00,2015-10-14T17:23:40.878+00:00
370,"filtro secador 1/2"" tipo rosca para self",,,,2015-10-14T17:48:47.241+00:00,2015-10-14T17:48:47.241+00:00
371,  manometro glic.0-500 lbs35 kgf/cm2,,,,2015-10-14T19:18:56.568+00:00,2015-10-14T19:18:56.568+00:00
372,manometro glic.0-200 lbs17 kgf/cm2 - r22,,,,2015-10-14T19:18:56.576+00:00,2015-10-14T19:18:56.576+00:00
373,pressostato de oleo mp 55 60s danfos ,,,,2015-10-15T13:44:31.238+00:00,2015-10-15T13:44:31.238+00:00
374,pressostato de oleo mp 55 90s danfos ,,,,2015-10-15T13:44:31.266+00:00,2015-10-15T13:44:31.266+00:00
375,pressostato de alta kp-5 automático danfos,,,,2015-10-15T13:44:31.276+00:00,2015-10-15T13:44:31.276+00:00
376,pressostato de alta kp1 automático danfos,,,,2015-10-15T13:44:31.290+00:00,2015-10-15T13:44:31.290+00:00
377,luva de redução 1/2x1/4,,,,2015-10-15T13:44:31.310+00:00,2015-10-15T13:44:31.310+00:00
378,bloco auxiliar weg 1 nf e 1 na,,,,2015-10-15T14:17:51.762+00:00,2015-10-15T14:17:51.762+00:00
379,comutador 3x60 weg,,,,2015-10-15T14:17:51.774+00:00,2015-10-15T14:17:51.774+00:00
380,terminal de compressão 35mm,,,,2015-10-15T14:17:51.784+00:00,2015-10-15T14:17:51.784+00:00
381,lubrax turbo cg-4 20lt,,,,2015-10-15T14:23:53.186+00:00,2015-10-15T14:23:53.186+00:00
382,total rubia tir 7400 20 lt,,,,2015-10-15T14:23:53.208+00:00,2015-10-15T14:23:53.208+00:00
383,lubrimotores prime hidraulico 68 20 lt,,,,2015-10-15T14:23:53.225+00:00,2015-10-15T14:23:53.225+00:00
384,lubrimotores prime chassis 2 golden 20kl,,,,2015-10-15T14:23:53.242+00:00,2015-10-15T14:23:53.242+00:00
385,isolamento armaflex f-006,,,,2015-10-15T14:46:09.033+00:00,2015-10-15T14:46:09.033+00:00
386,isolamento armaflex f-010,,,,2015-10-15T14:46:09.047+00:00,2015-10-15T14:46:09.047+00:00
387,isolamento armaflex f-012,,,,2015-10-15T14:46:09.065+00:00,2015-10-15T14:46:09.065+00:00
388,isolamento armaflex f-022,,,,2015-10-15T14:46:09.076+00:00,2015-10-15T14:46:09.076+00:00
389,isolamento armaflex f-015,,,,2015-10-15T14:46:09.090+00:00,2015-10-15T14:46:09.090+00:00
390,exaustor tron 50 220 v,,,,2015-10-15T14:48:53.864+00:00,2015-10-15T14:48:53.864+00:00
391,controle remoto universal,,,,2015-10-15T14:52:28.959+00:00,2015-10-15T14:52:28.959+00:00
392,rele temporizador coel 30s aeg 94,,,,2015-10-15T15:05:42.442+00:00,2015-10-15T15:05:42.442+00:00
393,sinaleira verde 24v ,,,,2015-10-15T15:05:42.455+00:00,2015-10-15T15:05:42.455+00:00
394,valvula tbv cm dn 25,,,,2015-10-15T18:06:41.487+00:00,2015-10-15T18:06:41.487+00:00
395,valvula tbv cm dn 20,,,,2015-10-15T18:06:41.501+00:00,2015-10-15T18:06:41.501+00:00
396,atuador proporcional emo-tm 24v,,,,2015-10-15T18:06:41.511+00:00,2015-10-15T18:06:41.511+00:00
397,rolamento 6319c3,,,,2015-10-15T19:30:47.223+00:00,2015-10-15T19:30:47.223+00:00
398,frete de sp para df,,,,2015-10-16T14:21:39.831+00:00,2015-10-16T14:21:39.831+00:00
399,correia a 40,,,,2015-10-16T14:29:18.368+00:00,2015-10-16T14:29:18.368+00:00
400,cola super bonder,,,,2015-10-16T14:37:00.855+00:00,2015-10-16T14:37:00.855+00:00
401,papel a-4 chamex,,,,2015-10-16T14:45:28.405+00:00,2015-10-16T14:45:28.405+00:00
402,cabo 2x1 prysmian,,,,2015-10-16T14:49:39.184+00:00,2015-10-16T14:49:39.184+00:00
403,rele de fase weg 25 a,,,,2015-10-16T14:49:39.212+00:00,2015-10-16T14:49:39.212+00:00
404,contactora siemens 3ts 25a ,,,,2015-10-16T14:53:47.805+00:00,2015-10-16T14:53:47.805+00:00
405,rele siemens 3ts,,,,2015-10-16T14:53:47.821+00:00,2015-10-16T14:53:47.821+00:00
406,frete de go para df-351kl,,,,2015-10-16T14:58:17.761+00:00,2015-10-16T14:58:17.761+00:00
407,rodo 60cm,,,,2015-10-16T15:03:10.026+00:00,2015-10-16T15:03:10.026+00:00
408,querosene,,,,2015-10-16T15:03:10.040+00:00,2015-10-16T15:03:10.040+00:00
409,"contatora modelo, cwm50 / ac3 - 50a / tensão da bobina, 24v 2. ",,,,2015-10-16T15:13:19.932+00:00,2015-10-16T15:13:19.932+00:00
410,plug macho para extensao,,,,2015-10-16T15:13:19.951+00:00,2015-10-16T15:13:19.951+00:00
411,plug femea para extensao,,,,2015-10-16T15:13:19.965+00:00,2015-10-16T15:13:19.965+00:00
412,sensor de temperatura e ambiente  para kit placa,,,,2015-10-16T16:45:41.718+00:00,2015-10-16T16:45:41.718+00:00
413,serviço de análise de bandeja de fancoils,,,,2015-10-16T16:59:38.451+00:00,2015-10-16T16:59:38.451+00:00
414,locação relógio de ponto digital,,,,2015-10-16T17:46:35.303+00:00,2015-10-16T17:46:35.303+00:00
415,"papelão grafitado 0,8mm",,,,2015-10-16T17:52:15.741+00:00,2015-10-16T17:52:15.741+00:00
416,"compressor scroll 7,5 tr 380v",,,,2015-10-16T17:57:42.928+00:00,2015-10-16T17:57:42.928+00:00
417,compressor rotativo 7.000 btus,,,,2015-10-16T17:57:42.962+00:00,2015-10-16T17:57:42.962+00:00
418,compressor rotativo de 18.000 btus,,,,2015-10-16T17:59:41.885+00:00,2015-10-16T17:59:41.885+00:00
419,curva de cobre 5/8 ,,,,2015-10-16T18:05:53.255+00:00,2015-10-16T18:05:53.255+00:00
420,"capo pp3x2,5",,,,2015-10-16T18:05:53.264+00:00,2015-10-16T18:05:53.264+00:00
421,filtro secador dml 1/2,,,,2015-10-16T18:08:18.348+00:00,2015-10-16T18:08:18.348+00:00
422,terminal pré isolado tipo pino,,,,2015-10-16T18:11:28.718+00:00,2015-10-16T18:11:28.718+00:00
423,protetor solar f 30,,,,2015-10-16T18:27:18.766+00:00,2015-10-16T18:27:18.766+00:00
424,corrente galv 5/32,,,,2015-10-16T18:29:46.104+00:00,2015-10-16T18:29:46.104+00:00
425,rolamento 6919-2z/c3,,,,2015-10-16T18:36:31.884+00:00,2015-10-16T18:36:31.884+00:00
426,super cola,,,,2015-10-16T18:42:07.158+00:00,2015-10-16T18:42:07.158+00:00
427,silicone cascola,,,,2015-10-16T18:42:07.176+00:00,2015-10-16T18:42:07.176+00:00
428,durepoxi,,,,2015-10-16T18:42:07.210+00:00,2015-10-16T18:42:07.210+00:00
429,lubrificante wd,,,,2015-10-16T18:42:07.246+00:00,2015-10-16T18:42:07.246+00:00
430,abraçadeira 3/4,,,,2015-10-16T18:42:07.296+00:00,2015-10-16T18:42:07.296+00:00
431,corda ,,,,2015-10-16T18:42:07.314+00:00,2015-10-16T18:42:07.314+00:00
432,pares de ponta de prova para multímetro,,,,2015-10-19T11:15:07.744+00:00,2015-10-19T11:15:07.744+00:00
433,contactora cwm25a,,,,2015-10-19T12:59:18.036+00:00,2015-10-19T12:59:18.036+00:00
434,massa de calafetar,,,,2015-10-19T17:11:51.792+00:00,2015-10-19T17:11:51.792+00:00
435,sensor de temp. rcm 6 mts sen00941,,,,2015-10-19T17:37:53.079+00:00,2015-10-19T17:37:53.079+00:00
436,compressor danfos scroll sm185 380v,,,,2015-10-19T18:50:11.973+00:00,2015-10-19T18:50:11.973+00:00
437,base fusível f2al,,,,2015-10-19T18:51:25.741+00:00,2015-10-19T18:51:25.741+00:00
438,placa da unidade condensado modelo ce-kf70w marca midea,,,,2015-10-19T19:56:57.784+00:00,2015-10-19T19:56:57.784+00:00
439,rolamento 6203-27/c3,,,,2015-10-20T12:36:27.492+00:00,2015-10-20T12:36:27.492+00:00
440,chave allen 1/8 longa,,,,2015-10-20T18:39:46.996+00:00,2015-10-20T18:39:46.996+00:00
441,manometro baixa pressao para manifold,,,,2015-10-20T18:41:04.310+00:00,2015-10-20T18:41:04.310+00:00
442,aspirador prof monof 20lt  gt3000 pro electrolux,,,,2015-10-20T19:12:15.373+00:00,2015-10-20T19:12:15.373+00:00
443,escada de aluminio 5 degraus profissional,,,,2015-10-20T19:12:15.385+00:00,2015-10-20T19:12:15.385+00:00
444,escada de aluminio 7 degraus profissional,,,,2015-10-20T19:12:15.397+00:00,2015-10-20T19:12:15.397+00:00
445,lavadora karcher hd 585,,,,2015-10-20T19:12:15.408+00:00,2015-10-20T19:12:15.408+00:00
446,furadeira de impacto bosch gbh 24,,,,2015-10-20T19:12:15.420+00:00,2015-10-20T19:12:15.420+00:00
447,furadeira 1/2'' bosch 113d,,,,2015-10-20T19:12:15.431+00:00,2015-10-20T19:12:15.431+00:00
448,diesel caminhonete sr.francisco,,,,2015-10-21T12:17:33.685+00:00,2015-10-21T12:17:33.685+00:00
449,gasolina veículo edson,,,,2015-10-21T12:17:36.479+00:00,2015-10-21T12:17:36.479+00:00
450,gasolina veiculo sr.joaquim,,,,2015-10-21T12:17:36.498+00:00,2015-10-21T12:17:36.498+00:00
451,gasolina veiculo saveiro,,,,2015-10-21T12:17:36.512+00:00,2015-10-21T12:17:36.512+00:00
452,gasolina veiculo sonata sr.francisco,,,,2015-10-21T12:17:36.527+00:00,2015-10-21T12:17:36.527+00:00
453,gasolina veiculo bmw jorge,,,,2015-10-21T12:17:36.542+00:00,2015-10-21T12:17:36.542+00:00
454,gasolina  veiculo bruno,,,,2015-10-21T12:43:26.233+00:00,2015-10-21T12:43:26.233+00:00
455,gasolina veiculo pricila,,,,2015-10-21T12:43:26.280+00:00,2015-10-21T12:43:26.280+00:00
456,gasolina veiculo ribamar,,,,2015-10-21T12:43:26.289+00:00,2015-10-21T12:43:26.289+00:00
457,gasolina veiculo walmiron,,,,2015-10-21T12:43:26.298+00:00,2015-10-21T12:43:26.298+00:00
458,gasolina fiorino jgf5509 luiz,,,,2015-10-21T12:49:51.639+00:00,2015-10-21T12:49:51.639+00:00
459,gasolina fiorino jgf5489 edson,,,,2015-10-21T12:49:51.647+00:00,2015-10-21T12:49:51.647+00:00
460,gás refrigerante r-410a,,,,2015-10-21T13:23:17.114+00:00,2015-10-21T13:23:17.114+00:00
461,manifold,,,,2015-10-21T13:24:03.694+00:00,2015-10-21T13:24:03.694+00:00
462,"bandeja para  ar cond. modelo fancolet, marca  carrrier mod. 42bca030a510kdc",,,,2015-10-21T13:25:43.286+00:00,2015-10-21T13:25:43.286+00:00
463,displey da evaporadora mod.42lvcc22c5,,,,2015-10-21T13:30:21.153+00:00,2015-10-21T13:30:21.153+00:00
464,expansor de gás refrigerante,,,,2015-10-21T13:30:58.887+00:00,2015-10-21T13:30:58.887+00:00
465,garrafa de gas r-22,,,,2015-10-21T16:21:28.414+00:00,2015-10-21T16:21:28.414+00:00
466,nitrogenio ,,,,2015-10-21T16:21:28.468+00:00,2015-10-21T16:21:28.468+00:00
467,nitrogenio m3 ,,,,2015-10-21T16:21:45.373+00:00,2015-10-21T16:21:45.373+00:00
468,rolamento 6310 c3,,,,2015-10-21T16:34:52.119+00:00,2015-10-21T16:34:52.119+00:00
469,kit placa eletronica - mod.k42ac5lc,,,,2015-10-21T17:42:59.612+00:00,2015-10-21T17:42:59.612+00:00
470,alargador de tubo 1/4 a 5/8,,,,2015-10-21T17:43:33.435+00:00,2015-10-21T17:43:33.435+00:00
471,detector de vazamento eos,,,,2015-10-21T17:43:33.470+00:00,2015-10-21T17:43:33.470+00:00
472,alicate lacrador de tubo,,,,2015-10-21T17:43:33.491+00:00,2015-10-21T17:43:33.491+00:00
473,termometro digital mira a laser,,,,2015-10-21T17:43:33.506+00:00,2015-10-21T17:43:33.506+00:00
474,alicate amperimetro eos,,,,2015-10-21T17:43:33.520+00:00,2015-10-21T17:43:33.520+00:00
475,manifuld completo ,,,,2015-10-21T17:43:33.536+00:00,2015-10-21T17:43:33.536+00:00
476,manometro alta r22/134a/404a,,,,2015-10-21T17:43:33.558+00:00,2015-10-21T17:43:33.558+00:00
477,manometro baixa r22/134a/404a,,,,2015-10-21T17:43:33.578+00:00,2015-10-21T17:43:33.578+00:00
478,manometro alta r410a/r407c/r22 ,,,,2015-10-21T17:43:33.599+00:00,2015-10-21T17:43:33.599+00:00
479,manometro baixa r410a/r407c/r22,,,,2015-10-21T17:43:33.651+00:00,2015-10-21T17:43:33.651+00:00
480,mangueira jogo 0.9m r12/22/502 1/4sae,,,,2015-10-21T17:43:33.719+00:00,2015-10-21T17:43:33.719+00:00
481,­mangueira jogo 1.5m r410a/1/4sae ,,,,2015-10-21T17:43:33.749+00:00,2015-10-21T17:43:33.749+00:00
482,alicate de corte diagonal 1/4 gedore,,,,2015-10-21T18:34:55.302+00:00,2015-10-21T18:34:55.302+00:00
483,"alicate universal 8""",,,,2015-10-21T18:34:55.361+00:00,2015-10-21T18:34:55.361+00:00
484,chave de fenda 1/4x6 gedore,,,,2015-10-21T18:34:55.424+00:00,2015-10-21T18:34:55.424+00:00
